1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.857866048812866
1.0,-2.9125728607177734
1.0,-2.933389186859131
1.0,-2.98504376411438
1.0,-3.0122439861297607
1.0,-3.0667150020599365
1.0,-2.952392816543579
1.0,-3.112416982650757
1.0,-3.031113624572754
1.0,-3.1239218711853027
1.0,-3.184980869293213
1.0,-3.161132574081421
1.0,-3.1372013092041016
1.0,-3.0348451137542725
1.0,-3.0347652435302734
1.0,-3.0041849613189697
1.0,-2.975961208343506
1.0,-2.862276792526245
1.0,-2.898517608642578
1.0,-2.910888671875
0.0,-3.050990581512451
0.0,-3.115741729736328
0.0,-3.1318705081939697
0.0,-3.1928024291992188
0.0,-3.1757707595825195
0.0,-3.150949239730835
0.0,-3.1924214363098145
0.0,-3.255173921585083
0.0,-3.2544848918914795
0.0,-3.21901273727417
0.0,-3.0699663162231445
0.0,-3.1839792728424072
0.0,-3.208979368209839
0.0,-3.006039619445801
0.0,-3.068441390991211
0.0,-2.8137969970703125
0.0,-2.7679903507232666
0.0,-2.9763121604919434
0.0,-3.125133752822876
0.0,-3.177234411239624
0.0,-3.3439550399780273
0.0,-3.3374831676483154
0.0,-3.4962449073791504
0.0,-3.4499945640563965
1.0,-3.4718995094299316
1.0,-3.408350944519043
1.0,-3.0938305854797363
1.0,-2.944028854370117
1.0,-2.948554754257202
1.0,-2.933659076690674
1.0,-2.8440935611724854
1.0,-2.9566433429718018
1.0,-3.011431932449341
1.0,-3.1230006217956543
1.0,-3.14511775970459
1.0,-3.2424116134643555
1.0,-3.295994520187378
1.0,-3.076016902923584
1.0,-2.7992658615112305
1.0,-2.9029362201690674
1.0,-2.921963691711426
1.0,-2.8738670349121094
1.0,-2.908782958984375
1.0,-2.848397970199585
1.0,-3.1095242500305176
1.0,-3.122617483139038
1.0,-3.1781203746795654
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
1.0,-2.7679903507232666
