1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1223535537719727
1.0,-2.117201805114746
1.0,-2.1104111671447754
1.0,-2.1120681762695312
1.0,-2.1151115894317627
1.0,-2.1198432445526123
1.0,-2.1208600997924805
1.0,-2.1202080249786377
1.0,-2.1222755908966064
1.0,-2.129424810409546
1.0,-2.126279592514038
1.0,-2.1296896934509277
1.0,-2.1339612007141113
0.0,-2.1308887004852295
0.0,-2.1293835639953613
0.0,-2.1389822959899902
0.0,-2.1485984325408936
0.0,-2.1441025733947754
0.0,-2.138122081756592
0.0,-2.1310744285583496
0.0,-2.128514289855957
0.0,-2.1277213096618652
0.0,-2.128741502761841
0.0,-2.126774549484253
0.0,-2.129470109939575
0.0,-2.128600835800171
0.0,-2.134519100189209
0.0,-2.1378607749938965
0.0,-2.129300594329834
0.0,-2.118398666381836
0.0,-2.1191623210906982
0.0,-2.1333248615264893
0.0,-2.166994094848633
0.0,-2.2760589122772217
0.0,-2.336127519607544
0.0,-2.3399624824523926
0.0,-2.4290049076080322
0.0,-2.368457078933716
0.0,-2.5167629718780518
0.0,-2.5449302196502686
0.0,-2.6044023036956787
0.0,-2.6136281490325928
0.0,-2.630281925201416
1.0,-2.726344347000122
1.0,-2.746370792388916
1.0,-2.783276319503784
1.0,-2.777334690093994
1.0,-2.7950518131256104
1.0,-2.7629308700561523
1.0,-2.758734703063965
1.0,-2.77782940864563
1.0,-2.7033660411834717
1.0,-2.716062545776367
1.0,-2.4072046279907227
1.0,-2.3929197788238525
1.0,-2.3156228065490723
1.0,-2.209493637084961
1.0,-2.191781520843506
1.0,-2.323518991470337
1.0,-2.3757882118225098
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
1.0,-2.1104111671447754
